candidate_oracle_evidence_id,candidate_oracle_label,candidate_oracle_score,extraction_oracle_evidence_id,extraction_oracle_label,extraction_oracle_score,fact_id,loss_stage,mode,source_doc_id,source_oracle_evidence_id,source_oracle_label,source_oracle_score,top10_label,top1_label,top3_label,top5_label
condition:current_density_100_ma_cm2|measurement:ee_83_0_percent,UNSUPPORTED,0.125,condition:current_density_76_percent|condition:current_density_95_percent,UNSUPPORTED,0.125,DOC10-FACT-005,retrieved,final_no_rerank,DOC10,chunk-hyperrag-DOC10,UNSUPPORTED,0.25,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
metric:icrfb_system_cost|metric:orfb_laboratory_cost|metric:orfb_projected_scale_cost|metric:sla_system_cost|metric:vrfb_system_cost|metric:zn_br_system_cost,PARTIALLY_SUPPORTED,0.625,metric:icrfb_system_cost|metric:orfb_laboratory_cost|metric:orfb_projected_scale_cost|metric:sla_system_cost|metric:vrfb_system_cost|metric:zn_br_system_cost,PARTIALLY_SUPPORTED,0.625,DOC10-FACT-006,retrieved,final_no_rerank,DOC10,chunk-hyperrag-DOC10,PARTIALLY_SUPPORTED,0.625,PARTIALLY_SUPPORTED,UNSUPPORTED,UNSUPPORTED,PARTIALLY_SUPPORTED
condition:active_area|condition:charge_cutoff_voltage|condition:current_density_100_ma_cm2|condition:discharge_cutoff_voltage|condition:electrolyte_volume|condition:flow_rate_40_ml_min|membrane:nafion_117|system:battery_cycler|system:peristaltic_pumps,UNSUPPORTED,0.375,metric:icrfb_system_cost|metric:orfb_laboratory_cost|metric:orfb_projected_scale_cost|metric:sla_system_cost|metric:vrfb_system_cost|metric:zn_br_system_cost,UNSUPPORTED,0.125,DOC10-FACT-007,retrieved,final_no_rerank,DOC10,chunk-hyperrag-DOC10,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
metric:icrfb_system_cost|metric:orfb_laboratory_cost|metric:orfb_projected_scale_cost|metric:sla_system_cost|metric:vrfb_system_cost|metric:zn_br_system_cost,PARTIALLY_SUPPORTED,0.5,metric:icrfb_system_cost|metric:orfb_laboratory_cost|metric:orfb_projected_scale_cost|metric:sla_system_cost|metric:vrfb_system_cost|metric:zn_br_system_cost,PARTIALLY_SUPPORTED,0.5,DOC10-FACT-008,retrieved,final_no_rerank,DOC10,chunk-hyperrag-DOC10,PARTIALLY_SUPPORTED,0.75,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
condition:acid_concentration_3_mol_l|condition:charge_cutoff_voltage|condition:current_density_80_ma_cm2|condition:discharge_cutoff_voltage|condition:electrolyte_volume_per_half_cell|condition:flow_rate_40_ml_min|condition:vanadium_concentration_1_5_mol_l|electrode:graphite_composite_bipolar_plates|membrane:nafion_117|system:bio_logic_vmp_300_potentiostat_galvanostat|system:peristaltic_pumps|system:programmable_circulating_water_bath|unresolved:graphite_felt_sgl_carbon_gfd_4_6_ea,UNSUPPORTED,0.1667,degradation:her|measurement:ce_93_0_percent,UNSUPPORTED,0.1667,DOC10-FACT-009,retrieved,final_no_rerank,DOC10,chunk-hyperrag-DOC10,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
metric:icrfb_system_cost|metric:orfb_laboratory_cost|metric:orfb_projected_scale_cost|metric:sla_system_cost|metric:vrfb_system_cost|metric:zn_br_system_cost,UNSUPPORTED,0.3636,metric:icrfb_system_cost|metric:orfb_laboratory_cost|metric:orfb_projected_scale_cost|metric:sla_system_cost|metric:vrfb_system_cost|metric:zn_br_system_cost,UNSUPPORTED,0.3636,DOC10-FACT-010,retrieved,final_no_rerank,DOC10,chunk-hyperrag-DOC10,PARTIALLY_SUPPORTED,0.4545,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
metric:icrfb_system_cost|metric:orfb_laboratory_cost|metric:orfb_projected_scale_cost|metric:sla_system_cost|metric:vrfb_system_cost|metric:zn_br_system_cost,PARTIALLY_SUPPORTED,1.0,metric:icrfb_system_cost|metric:orfb_laboratory_cost|metric:orfb_projected_scale_cost|metric:sla_system_cost|metric:vrfb_system_cost|metric:zn_br_system_cost,PARTIALLY_SUPPORTED,1.0,DOC10-FACT-011,retrieved,final_no_rerank,DOC10,chunk-hyperrag-DOC10,PARTIALLY_SUPPORTED,0.8,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
degradation:her|measurement:ce_93_0_percent,UNSUPPORTED,0.1429,metric:icrfb_system_cost|metric:orfb_laboratory_cost|metric:orfb_projected_scale_cost|metric:sla_system_cost|metric:vrfb_system_cost|metric:zn_br_system_cost,PARTIALLY_SUPPORTED,0.7143,DOC10-FACT-012,retrieved,final_no_rerank,DOC10,chunk-hyperrag-DOC10,PARTIALLY_SUPPORTED,0.7143,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
metric:icrfb_system_cost|metric:orfb_laboratory_cost|metric:orfb_projected_scale_cost|metric:sla_system_cost|metric:vrfb_system_cost|metric:zn_br_system_cost,PARTIALLY_SUPPORTED,1.0,metric:icrfb_system_cost|metric:orfb_laboratory_cost|metric:orfb_projected_scale_cost|metric:sla_system_cost|metric:vrfb_system_cost|metric:zn_br_system_cost,PARTIALLY_SUPPORTED,1.0,DOC10-FACT-013,retrieved,final_no_rerank,DOC10,chunk-hyperrag-DOC10,PARTIALLY_SUPPORTED,0.8,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
metric:icrfb_system_cost|metric:orfb_laboratory_cost|metric:orfb_projected_scale_cost|metric:sla_system_cost|metric:vrfb_system_cost|metric:zn_br_system_cost,PARTIALLY_SUPPORTED,0.5,metric:icrfb_system_cost|metric:orfb_laboratory_cost|metric:orfb_projected_scale_cost|metric:sla_system_cost|metric:vrfb_system_cost|metric:zn_br_system_cost,PARTIALLY_SUPPORTED,0.5,DOC10-FACT-014,retrieved,final_no_rerank,DOC10,chunk-hyperrag-DOC10,PARTIALLY_SUPPORTED,0.8333,PARTIALLY_SUPPORTED,UNSUPPORTED,UNSUPPORTED,PARTIALLY_SUPPORTED
metric:icrfb_system_cost|metric:orfb_laboratory_cost|metric:orfb_projected_scale_cost|metric:sla_system_cost|metric:vrfb_system_cost|metric:zn_br_system_cost,UNSUPPORTED,0.4444,metric:icrfb_system_cost|metric:orfb_laboratory_cost|metric:orfb_projected_scale_cost|metric:sla_system_cost|metric:vrfb_system_cost|metric:zn_br_system_cost,UNSUPPORTED,0.4444,DOC10-FACT-015,retrieved,final_no_rerank,DOC10,chunk-hyperrag-DOC10,UNSUPPORTED,0.3333,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
electrode:bmc_c|measurement:ve_85_0_percent,UNSUPPORTED,0.3636,active_species:boric_acid|electrode:bmc_c,UNSUPPORTED,0.3636,DOC03-FACT-011,retrieved,final_no_rerank,DOC03,chunk-hyperrag-DOC03,UNSUPPORTED,0.3636,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:temperature_1_34_ohmcm2|condition:temperature_2_17_ohmcm2|condition:temperature_3_82_ohmcm2|electrode:bmc_c|electrode:c_c|electrode:mc_c,UNSUPPORTED,0.2857,active_species:hno3|electrode:mc_c,UNSUPPORTED,0.2857,DOC03-FACT-012,retrieved,final_no_rerank,DOC03,chunk-hyperrag-DOC03,PARTIALLY_SUPPORTED,0.5714,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
active_species:boric_acid|electrode:bmc_c,UNSUPPORTED,0.4286,active_species:boric_acid|electrode:bmc_c,UNSUPPORTED,0.4286,DOC03-FACT-013,retrieved,final_no_rerank,DOC03,chunk-hyperrag-DOC03,UNSUPPORTED,0.4286,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
electrode:bmc_c|measurement:ce_97_0_percent,UNSUPPORTED,0.3077,electrode:bmc_c|measurement:contact_angle_92_8_degree,UNSUPPORTED,0.3077,DOC03-FACT-014,retrieved,final_no_rerank,DOC03,chunk-hyperrag-DOC03,UNSUPPORTED,0.2308,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
active_species:boric_acid|electrode:bmc_c,PARTIALLY_SUPPORTED,0.5,active_species:boric_acid|electrode:bmc_c,PARTIALLY_SUPPORTED,0.5,DOC03-FACT-015,retrieved,final_no_rerank,DOC03,chunk-hyperrag-DOC03,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
active_species:hbr|active_species:mep|active_species:znbr2|condition:cycle_number_10_s|condition:degassing_time|condition:discharge_cutoff_voltage|condition:electrolyte_volume|condition:flow_rate_100_ml_min|condition:ph_2|condition:temperature_25_percentoftheoreticalzinccapacity|electrode:copper_clad_graphite_plate|electrode:titanium_current_collectors|membrane:daramic|system:bio_logic_vmp3|system:laboratory_scale_zinc_bromine_flow_cell|system:peristaltic_pump|unresolved:sgl_gfd_4_6_ea,UNSUPPORTED,0.2857,metric:pumping_power|unresolved:net_energy_efficiency_range,UNSUPPORTED,0.1429,DOC04-FACT-011,retrieved,final_no_rerank,DOC04,chunk-hyperrag-DOC04,PARTIALLY_SUPPORTED,0.5714,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:compression_ratio|condition:current_density_40_to_200_ma_cm2|condition:cycle_number_2_min|condition:electrolyte_concentration_4_5_mol_l|condition:electrolyte_volume|condition:flow_rate_50_ml_min|condition:lower_voltage_limit|condition:state_of_charge_initial|condition:temperature_25_c|condition:temperature_25_cm2|condition:temperature_40_c|condition:upper_voltage_limit|condition:vanadium_concentration_1_6_mol_l|system:battery_cycler|system:peristaltic_pumps|system:water_bath_thermostat|unresolved:carbon_felt_sgl_gfd_4_6_ea|unresolved:single_cell_vrfb,UNSUPPORTED,0.2857,condition:vanadium_concentration_1_6_mol_l|measurement:ee_83_0_percent,UNSUPPORTED,0.1429,DOC04-FACT-012,retrieved,final_no_rerank,DOC04,chunk-hyperrag-DOC04,UNSUPPORTED,0.4286,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:acid_concentration_3_mol_l|condition:charge_cutoff_voltage|condition:current_density_80_ma_cm2|condition:discharge_cutoff_voltage|condition:electrolyte_volume_per_half_cell|condition:flow_rate_40_ml_min|condition:vanadium_concentration_1_5_mol_l|electrode:graphite_composite_bipolar_plates|membrane:nafion_117|system:bio_logic_vmp_300_potentiostat_galvanostat|system:peristaltic_pumps|system:programmable_circulating_water_bath|unresolved:graphite_felt_sgl_carbon_gfd_4_6_ea,UNSUPPORTED,0.375,condition:acid_concentration_2_mol_l|condition:acid_concentration_2_to_5_mol_l|condition:acid_concentration_3_mol_l|degradation:membrane_degradation|metric:charge_transfer_overpotential|metric:ohmic_resistance,UNSUPPORTED,0.25,DOC04-FACT-013,retrieved,final_no_rerank,DOC04,chunk-hyperrag-DOC04,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:compression_ratio|condition:current_density_40_to_200_ma_cm2|condition:cycle_number_2_min|condition:electrolyte_concentration_4_5_mol_l|condition:electrolyte_volume|condition:flow_rate_50_ml_min|condition:lower_voltage_limit|condition:state_of_charge_initial|condition:temperature_25_c|condition:temperature_25_cm2|condition:temperature_40_c|condition:upper_voltage_limit|condition:vanadium_concentration_1_6_mol_l|system:battery_cycler|system:peristaltic_pumps|system:water_bath_thermostat|unresolved:carbon_felt_sgl_gfd_4_6_ea|unresolved:single_cell_vrfb,UNSUPPORTED,0.2,degradation:capacity_fading|degradation:vanadium_crossover,UNSUPPORTED,0.0,DOC04-FACT-014,extraction_or_representation,final_no_rerank,DOC04,chunk-hyperrag-DOC04,PARTIALLY_SUPPORTED,0.8,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:acid_concentration_2_mol_l|condition:vanadium_concentration_3_mol_l|degradation:capacity_fading|degradation:thermal_precipitation|degradation:vanadium_precipitation,UNSUPPORTED,0.3333,condition:vanadium_concentration_3_mol_l|degradation:vanadium_precipitation,UNSUPPORTED,0.3333,DOC04-FACT-015,retrieved,final_no_rerank,DOC04,chunk-hyperrag-DOC04,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:compression_ratio|condition:current_density_40_to_200_ma_cm2|condition:cycle_number_2_min|condition:electrolyte_concentration_4_5_mol_l|condition:electrolyte_volume|condition:flow_rate_50_ml_min|condition:lower_voltage_limit|condition:state_of_charge_initial|condition:temperature_25_c|condition:temperature_25_cm2|condition:temperature_40_c|condition:upper_voltage_limit|condition:vanadium_concentration_1_6_mol_l|system:battery_cycler|system:peristaltic_pumps|system:water_bath_thermostat|unresolved:carbon_felt_sgl_gfd_4_6_ea|unresolved:single_cell_vrfb,UNSUPPORTED,0.3,condition:temperature_25_c|condition:temperature_2_1eminus_07_cm2s|condition:temperature_3_8eminus_07_cm2s|condition:temperature_40_c|condition:temperature_60_c|condition:temperature_6_5eminus_07_cm2s,UNSUPPORTED,0.4,DOC05-FACT-009,retrieved,final_no_rerank,DOC05,chunk-hyperrag-DOC05,UNSUPPORTED,0.3,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:temperature_60_c|measurement:capacity_retention_60_0_percent,UNSUPPORTED,0.25,condition:acid_concentration_3_mol_l|condition:charge_cutoff_voltage|condition:current_density_80_ma_cm2|condition:discharge_cutoff_voltage|condition:electrolyte_volume_per_half_cell|condition:flow_rate_40_ml_min|condition:vanadium_concentration_1_5_mol_l|electrode:graphite_composite_bipolar_plates|membrane:nafion_117|system:bio_logic_vmp_300_potentiostat_galvanostat|system:peristaltic_pumps|system:programmable_circulating_water_bath|unresolved:graphite_felt_sgl_carbon_gfd_4_6_ea,UNSUPPORTED,0.375,DOC05-FACT-010,retrieved,final_no_rerank,DOC05,chunk-hyperrag-DOC05,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:temperature_15_percent|condition:temperature_24_percent|condition:temperature_25_c|condition:temperature_40_c|condition:temperature_60_c|condition:temperature_8_percent,UNSUPPORTED,0.2727,condition:temperature_25_c|condition:temperature_2_1eminus_07_cm2s|condition:temperature_3_8eminus_07_cm2s|condition:temperature_40_c|condition:temperature_60_c|condition:temperature_6_5eminus_07_cm2s,UNSUPPORTED,0.2727,DOC05-FACT-011,retrieved,final_no_rerank,DOC05,chunk-hyperrag-DOC05,UNSUPPORTED,0.2727,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:temperature_25_c|condition:temperature_2_1eminus_07_cm2s|condition:temperature_3_8eminus_07_cm2s|condition:temperature_40_c|condition:temperature_60_c|condition:temperature_6_5eminus_07_cm2s,UNSUPPORTED,0.4,condition:temperature_25_c|condition:temperature_2_1eminus_07_cm2s|condition:temperature_3_8eminus_07_cm2s|condition:temperature_40_c|condition:temperature_60_c|condition:temperature_6_5eminus_07_cm2s,UNSUPPORTED,0.4,DOC05-FACT-012,retrieved,final_no_rerank,DOC05,chunk-hyperrag-DOC05,UNSUPPORTED,0.3,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:temperature_60_c|degradation:her,UNSUPPORTED,0.3333,condition:temperature_60_c|condition:temperature_6_5eminus_07_cm2s,UNSUPPORTED,0.3333,DOC05-FACT-013,retrieved,final_no_rerank,DOC05,chunk-hyperrag-DOC05,PARTIALLY_SUPPORTED,0.6667,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
degradation:her|species:bi3_plus|unresolved:bi|unresolved:graphite_felt_electrodes_sgl_carbon_gfd_4_6_ea,UNSUPPORTED,0.2,degradation:her|species:bi3_plus|unresolved:bi|unresolved:graphite_felt_electrodes_sgl_carbon_gfd_4_6_ea,UNSUPPORTED,0.2,DOC06-FACT-009,retrieved,final_no_rerank,DOC06,chunk-hyperrag-DOC06,UNSUPPORTED,0.3,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
degradation:her|species:bi3_plus|unresolved:bi|unresolved:graphite_felt_electrodes_sgl_carbon_gfd_4_6_ea,UNSUPPORTED,0.375,degradation:her|species:bi3_plus|unresolved:bi|unresolved:graphite_felt_electrodes_sgl_carbon_gfd_4_6_ea,UNSUPPORTED,0.375,DOC06-FACT-010,retrieved,final_no_rerank,DOC06,chunk-hyperrag-DOC06,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
degradation:her|species:bi3_plus|unresolved:bi|unresolved:graphite_felt_electrodes_sgl_carbon_gfd_4_6_ea,UNSUPPORTED,0.3,degradation:her|species:bi3_plus|unresolved:bi|unresolved:graphite_felt_electrodes_sgl_carbon_gfd_4_6_ea,UNSUPPORTED,0.3,DOC06-FACT-011,retrieved,final_no_rerank,DOC06,chunk-hyperrag-DOC06,UNSUPPORTED,0.4,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
degradation:her|species:bi3_plus|unresolved:bi|unresolved:graphite_felt_electrodes_sgl_carbon_gfd_4_6_ea,UNSUPPORTED,0.2222,degradation:her|species:bi3_plus|unresolved:bi|unresolved:graphite_felt_electrodes_sgl_carbon_gfd_4_6_ea,UNSUPPORTED,0.2222,DOC06-FACT-012,retrieved,final_no_rerank,DOC06,chunk-hyperrag-DOC06,UNSUPPORTED,0.2222,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
degradation:her|species:bi3_plus|unresolved:bi|unresolved:graphite_felt_electrodes_sgl_carbon_gfd_4_6_ea,PARTIALLY_SUPPORTED,0.5,degradation:her|species:bi3_plus|unresolved:bi|unresolved:graphite_felt_electrodes_sgl_carbon_gfd_4_6_ea,PARTIALLY_SUPPORTED,0.5,DOC06-FACT-013,retrieved,final_no_rerank,DOC06,chunk-hyperrag-DOC06,PARTIALLY_SUPPORTED,0.5,PARTIALLY_SUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
degradation:bromine_crossover|degradation:capacity_fading|degradation:dendrite_growth|degradation:mep_degradation|degradation:ohmic_resistance_increase|degradation:separator_degradation,UNSUPPORTED,0.1818,degradation:bromine_crossover|degradation:capacity_fading|degradation:dendrite_growth|degradation:mep_degradation|degradation:ohmic_resistance_increase|degradation:separator_degradation,UNSUPPORTED,0.1818,DOC07-FACT-013,retrieved,final_no_rerank,DOC07,chunk-hyperrag-DOC07,UNSUPPORTED,0.2727,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
degradation:bromine_crossover|degradation:capacity_fading|degradation:dendrite_growth|degradation:mep_degradation|degradation:ohmic_resistance_increase|degradation:separator_degradation,UNSUPPORTED,0.2222,degradation:bromine_crossover|degradation:capacity_fading|degradation:dendrite_growth|degradation:mep_degradation|degradation:ohmic_resistance_increase|degradation:separator_degradation,UNSUPPORTED,0.2222,DOC07-FACT-014,retrieved,final_no_rerank,DOC07,chunk-hyperrag-DOC07,UNSUPPORTED,0.2222,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
degradation:bromine_crossover|degradation:capacity_fading|degradation:dendrite_growth|degradation:mep_degradation|degradation:ohmic_resistance_increase|degradation:separator_degradation,UNSUPPORTED,0.3,degradation:bromine_crossover|degradation:capacity_fading|degradation:dendrite_growth|degradation:mep_degradation|degradation:ohmic_resistance_increase|degradation:separator_degradation,UNSUPPORTED,0.3,DOC07-FACT-015,retrieved,final_no_rerank,DOC07,chunk-hyperrag-DOC07,UNSUPPORTED,0.3,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
degradation:bromine_crossover|degradation:capacity_fading|degradation:dendrite_growth|degradation:mep_degradation|degradation:ohmic_resistance_increase|degradation:separator_degradation,UNSUPPORTED,0.3333,degradation:bromine_crossover|degradation:capacity_fading|degradation:dendrite_growth|degradation:mep_degradation|degradation:ohmic_resistance_increase|degradation:separator_degradation,UNSUPPORTED,0.3333,DOC07-FACT-016,retrieved,final_no_rerank,DOC07,chunk-hyperrag-DOC07,UNSUPPORTED,0.3333,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:current_density_20_to_80_ma_cm2|degradation:dendrite_growth|measurement:peak_separation_35_mv|metric:bromine_crossover_rate|metric:ce|metric:ee|metric:ve|metric:zinc_utilization,UNSUPPORTED,0.2727,degradation:bromine_crossover|degradation:capacity_fading|degradation:dendrite_growth|degradation:mep_degradation|degradation:ohmic_resistance_increase|degradation:separator_degradation,UNSUPPORTED,0.2727,DOC07-FACT-017,retrieved,final_no_rerank,DOC07,chunk-hyperrag-DOC07,UNSUPPORTED,0.2727,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
degradation:active_material_inventory_loss|degradation:capacity_fading|degradation:delamination_of_passivation_layer|degradation:oxygen_evolution|degradation:pbo2_passivation|degradation:phase_transformation_to_beta_pbo2|degradation:self_reinforcing_degradation_cycle|degradation:sulfate_incorporation_into_passivation_layer,UNSUPPORTED,0.2308,degradation:active_material_inventory_loss|degradation:capacity_fading|degradation:delamination_of_passivation_layer|degradation:oxygen_evolution|degradation:pbo2_passivation|degradation:phase_transformation_to_beta_pbo2|degradation:self_reinforcing_degradation_cycle|degradation:sulfate_incorporation_into_passivation_layer,UNSUPPORTED,0.2308,DOC08-FACT-013,retrieved,final_no_rerank,DOC08,chunk-hyperrag-DOC08,UNSUPPORTED,0.3846,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
degradation:active_material_inventory_loss|degradation:capacity_fading|degradation:delamination_of_passivation_layer|degradation:oxygen_evolution|degradation:pbo2_passivation|degradation:phase_transformation_to_beta_pbo2|degradation:self_reinforcing_degradation_cycle|degradation:sulfate_incorporation_into_passivation_layer,UNSUPPORTED,0.2143,degradation:active_material_inventory_loss|degradation:capacity_fading|degradation:delamination_of_passivation_layer|degradation:oxygen_evolution|degradation:pbo2_passivation|degradation:phase_transformation_to_beta_pbo2|degradation:self_reinforcing_degradation_cycle|degradation:sulfate_incorporation_into_passivation_layer,UNSUPPORTED,0.2143,DOC08-FACT-014,retrieved,final_no_rerank,DOC08,chunk-hyperrag-DOC08,UNSUPPORTED,0.3571,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:current_density_10_ma_cm2|condition:current_density_20_ma_cm2|condition:current_density_30_ma_cm2|condition:current_density_40_ma_cm2|condition:current_density_78_3_percent|condition:current_density_80_5_percent|condition:current_density_82_8_percent|condition:current_density_85_2_percent,UNSUPPORTED,0.125,degradation:active_material_inventory_loss|degradation:capacity_fading|degradation:delamination_of_passivation_layer|degradation:oxygen_evolution|degradation:pbo2_passivation|degradation:phase_transformation_to_beta_pbo2|degradation:self_reinforcing_degradation_cycle|degradation:sulfate_incorporation_into_passivation_layer,UNSUPPORTED,0.25,DOC08-FACT-015,retrieved,final_no_rerank,DOC08,chunk-hyperrag-DOC08,UNSUPPORTED,0.375,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
condition:current_density_10_ma_cm2|condition:current_density_30_ma_cm2|condition:current_density_3_1_um|condition:current_density_40_ma_cm2|condition:current_density_4_5_um|condition:current_density_5_2_um|condition:current_density_6_3_um|condition:current_density_7_1_um|condition:current_density_8_3_um,UNSUPPORTED,0.375,condition:current_density_10_ma_cm2|condition:current_density_30_ma_cm2|condition:current_density_3_1_um|condition:current_density_40_ma_cm2|condition:current_density_4_5_um|condition:current_density_5_2_um|condition:current_density_6_3_um|condition:current_density_7_1_um|condition:current_density_8_3_um,UNSUPPORTED,0.375,DOC08-FACT-016,retrieved,final_no_rerank,DOC08,chunk-hyperrag-DOC08,PARTIALLY_SUPPORTED,0.625,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
degradation:active_material_inventory_loss|degradation:capacity_fading|degradation:delamination_of_passivation_layer|degradation:oxygen_evolution|degradation:pbo2_passivation|degradation:phase_transformation_to_beta_pbo2|degradation:self_reinforcing_degradation_cycle|degradation:sulfate_incorporation_into_passivation_layer,PARTIALLY_SUPPORTED,0.5,degradation:active_material_inventory_loss|degradation:capacity_fading|degradation:delamination_of_passivation_layer|degradation:oxygen_evolution|degradation:pbo2_passivation|degradation:phase_transformation_to_beta_pbo2|degradation:self_reinforcing_degradation_cycle|degradation:sulfate_incorporation_into_passivation_layer,PARTIALLY_SUPPORTED,0.5,DOC08-FACT-017,retrieved,final_no_rerank,DOC08,chunk-hyperrag-DOC08,UNSUPPORTED,0.3333,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
active_species:9_10_anthraquinone_2_7_disulfonic_acid_aqds|active_species:tempo|condition:cycle_number_0_018_percentcycle|condition:cycle_number_0_025_percentcycle|condition:cycle_number_0_02_percentcycle|condition:cycle_number_0_045_percentcycle|condition:cycle_number_0_055_percentcycle|condition:electrolyte_concentration_50_ppm|unresolved:methyl_viologen_mv|unresolved:propylsulfonate_functionalized_viologen_psv,UNSUPPORTED,0.3333,active_species:9_10_anthraquinone_2_7_disulfonic_acid_aqds|active_species:tempo|condition:cycle_number_0_018_percentcycle|condition:cycle_number_0_025_percentcycle|condition:cycle_number_0_02_percentcycle|condition:cycle_number_0_045_percentcycle|condition:cycle_number_0_055_percentcycle|condition:electrolyte_concentration_50_ppm|unresolved:methyl_viologen_mv|unresolved:propylsulfonate_functionalized_viologen_psv,UNSUPPORTED,0.3333,DOC09-FACT-016,retrieved,final_no_rerank,DOC09,chunk-hyperrag-DOC09,PARTIALLY_SUPPORTED,0.6667,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
active_species:9_10_anthraquinone_2_7_disulfonic_acid_aqds|active_species:tempo|condition:cycle_number_0_018_percentcycle|condition:cycle_number_0_025_percentcycle|condition:cycle_number_0_02_percentcycle|condition:cycle_number_0_045_percentcycle|condition:cycle_number_0_055_percentcycle|condition:electrolyte_concentration_50_ppm|unresolved:methyl_viologen_mv|unresolved:propylsulfonate_functionalized_viologen_psv,UNSUPPORTED,0.3333,active_species:9_10_anthraquinone_2_7_disulfonic_acid_aqds|active_species:tempo|condition:cycle_number_0_018_percentcycle|condition:cycle_number_0_025_percentcycle|condition:cycle_number_0_02_percentcycle|condition:cycle_number_0_045_percentcycle|condition:cycle_number_0_055_percentcycle|condition:electrolyte_concentration_50_ppm|unresolved:methyl_viologen_mv|unresolved:propylsulfonate_functionalized_viologen_psv,UNSUPPORTED,0.3333,DOC09-FACT-017,retrieved,final_no_rerank,DOC09,chunk-hyperrag-DOC09,PARTIALLY_SUPPORTED,0.6667,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
active_species:molecular_sieves_3a|condition:water_content_in_nonaqueous_orfb,UNSUPPORTED,0.25,active_species:acetonitrile|active_species:tempo,UNSUPPORTED,0.125,DOC09-FACT-018,retrieved,final_no_rerank,DOC09,chunk-hyperrag-DOC09,UNSUPPORTED,0.375,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
